CVSS,Note#,Priority,Title,cpe,cve_id,cvss,cvss_severity,cvss_version,cweId,datePublished,dateUpdated,descriptions,epss,epss_l,kev,kev_source,note_id,percentile,priority,priority_l,product,product_l,ransomware,sap_note_year,vector,vendor
3.5,3362463,Low,"[CVE-2023-49578] Denial of service (DOS) in SAP Cloud Connector Product - SAP Cloud Connector, Version – 2.0",cpe:2.3:a:sap:cloud_connector:2.0:*:*:*:*:*:*:*,CVE-2023-49578,3.5,LOW,CVSS 3.1,CWE-732,2023-12-12T01:08:32.245Z,2024-10-09T13:25:33.422Z,"SAP Cloud Connector - version 2.0, allows an authenticated user with low privilege to perform Denial of service attack from adjacent UI by sending a malicious request which leads to low impact on the availability and no impact on confidentiality or Integrity  of the application.",0.00043,0.00043,,VULNCHECK,['3362463'],0.11429,Priority 4,D,cloud_connector,SAP Cloud Connector,,2023,CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,sap
7.3,3385711,High,"Update to Security Note released on December 2023 Patch Day: [CVE-2023-49580] Information disclosure vulnerability in SAP GUI for Windows and SAP GUI for Java Product - SAP GUI for Windows and SAP GUI for Java, Versions – SAP_BASIS 755, SAP_BASIS 756, SAP_BASIS 757, SAP_BASIS 758",cpe:2.3:a:sap:graphical_user_interface:sap_basis_755:*:*:*:*:java:*:*,CVE-2023-49580,7.3,HIGH,CVSS 3.1,CWE-732,2023-12-12T01:09:55.716Z,2024-09-28T22:14:46.907Z,"SAP GUI for Windows and SAP GUI for Java - versions SAP_BASIS 755, SAP_BASIS 756, SAP_BASIS 757, SAP_BASIS 758, allow an unauthenticated attacker to access information which would otherwise be restricted and confidential. In addition, this vulnerability allows the unauthenticated attacker to create Layout configurations of the ABAP List Viewer and with this causing a mild impact on integrity and availability, e.g. also increasing the response times of the AS ABAP.",0.00086,0.00086,,VULNCHECK,['3385711'],0.38681,Priority 2,B,graphical_user_interface,SAP GUI for Windows and SAP GUI for Java,,2024,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,sap
4.1,3392547,Medium,"[CVE-2023-49581] SQL Injection vulnerability in SAP NetWeaver Application Server ABAP and ABAP Platform Product - SAP NetWeaver Application Server ABAP and ABAP Platform, Versions – SAP_BASIS 700, SAP_BASIS731, SAP_BASIS740, SAP_BASIS750",cpe:2.3:a:sap:netweaver_application_server_abap:700:*:*:*:sap_basis:*:*:*,CVE-2023-49581,4.1,MEDIUM,CVSS 3.1,CWE-89,2023-12-12T01:10:14.702Z,2024-08-02T22:01:25.898Z,"SAP GUI for Windows and SAP GUI for Java allow an unauthenticated attacker to access information which would otherwise be restricted and confidential. In addition, this vulnerability allows the unauthenticated attacker to write data to a database table. By doing so the attacker could increase response times of the AS ABAP, leading to mild impact on availability.

",0.00171,0.00171,,VULNCHECK,['3392547'],0.54876,Priority 4,D,netweaver_application_server_abap,SAP NetWeaver Application Server ABAP and ABAP Platform,,2023,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:L/I:L/A:L,sap
9.1,3412456,Critical,"[CVE-2023-49583] Escalation of Privileges in applications developed through SAP Business Application Studio, SAP Web IDE Full-Stack and SAP Web IDE for SAP HANA Library- @sap/xssec, Versions – < 3.6.0 Library- @sap/approuter, Versions – 14.4.2",cpe:2.3:a:sap:\@sap\/xssec:*:*:*:*:*:node.js:*:*,CVE-2023-49583,9.1,CRITICAL,CVSS 3.1,CWE-749,2023-12-12T01:22:58.910Z,2024-09-28T22:15:23.358Z,"SAP BTP Security Services Integration Library ([Node.js] @sap/xssec - versions < 3.6.0, allow under certain conditions an escalation of privileges. On successful exploitation, an unauthenticated attacker can obtain arbitrary permissions within the application.",0.00301,0.00301,,VULNCHECK,['3411067'],0.69453,Priority 2,B,\@sap\/xssec,@sap/xssec,,2024,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,sap
4.3,3406786,Medium,"[CVE-2023-49584] Client-Side Desynchronization vulnerability in SAP Fiori Launchpad Product - SAP Fiori Launchpad, Versions – SAP_UI 750, SAP_UI 754, SAP_UI 755, SAP_UI 756, SAP_UI 757, SAP_UI 758, UI_700 200, SAP_BASIS 793",cpe:2.3:a:sap:fiori_launchpad:200:*:*:*:*:*:*:*,CVE-2023-49584,4.3,MEDIUM,CVSS 3.1,CWE-444,2023-12-12T01:35:22.515Z,2024-08-02T22:01:25.872Z,"SAP Fiori launchpad - versions SAP_UI 750, SAP_UI 754, SAP_UI 755, SAP_UI 756, SAP_UI 757, SAP_UI 758, UI_700 200, SAP_BASIS 793, allows an attacker to use HTTP verb POST on read-only service causing low impact on Confidentiality of the application.

",0.00053,0.00053,,VULNCHECK,['3406786'],0.23712,Priority 4,D,fiori_launchpad,SAP Fiori Launchpad,,2023,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,sap
6.4,3395306,Medium,"[CVE-2023-49587] Command Injection vulnerability in SAP Solution Manager Product - SAP Solution Manager, Version – 720",cpe:2.3:a:sap:solution_manager:720:*:*:*:*:*:*:*,CVE-2023-49587,6.4,MEDIUM,CVSS 3.1,CWE-77,2023-12-12T01:35:53.057Z,2024-11-26T14:33:19.513Z,"SAP Solution Manager - version 720, allows an authorized attacker to execute certain deprecated function modules which can read or modify data of same or other component without user interaction over the network.

",0.00053,0.00053,,VULNCHECK,['3395306'],0.23712,Priority 2,B,solution_manager,SAP Solution Manager,,2023,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,sap
7.2,3414195,High,"[CVE-2023-50164] Path Traversal Vulnerability in SAP BusinessObjects Business Intelligence Platform (Central Management Console) Product - SAP BusinessObjects Business Intelligence Platform (Central Management Console), Versions - 4.3",cpe:2.3:a:apache:struts:*:*:*:*:*:*:*:*,CVE-2023-50164,9.8,CRITICAL,CVSS 3.1,CWE-552,2023-12-07T08:49:19.853Z,2024-12-17T04:56:05.065Z,"An attacker can manipulate file upload params to enable paths traversal and under some circumstances this can lead to uploading a malicious file which can be used to perform Remote Code Execution.
Users are recommended to upgrade to versions Struts 2.5.33 or Struts 6.3.0.2 or greater to fix this issue.
",0.51452,0.51452,True,VULNCHECK,[],0.97702,Priority 1+,A+,struts,Apache Struts,UNKNOWN,2024,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,apache
6.5,3611420,Medium,"[ CVE-2023-5072 ] Denial of Service (DoS) vulnerability due to outdated JSON library used in SAP BusinessObjects Business Intelligence Platform Product - SAP BusinessObjects Business Intelligence Platform Version - ENTERPRISE 430, 2025, 2027",cpe:2.3:a:json-java_project:json-java:*:*:*:*:*:*:*:*,CVE-2023-5072,7.5,HIGH,CVSS V31,CWE-770,2023-10-12T16:13:27.974Z,2025-02-13T17:19:28.975Z,Denial of Service  in JSON-Java versions up to and including 20230618.  A bug in the parser means that an input string of modest size can lead to indefinite amounts of memory being used.,0.00525,0.005250000,,VULNCHECK,[],0.660530000,Priority 2,B,json-java,n/a,,2025,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,json-java_project
7.1,3406244,High,"[CVE-2023-6542] Missing Authorization Check in SAP EMARSYS SDK ANDROID Product - SAP EMARSYS SDK ANDROID, Version – 3.6.2",cpe:2.3:a:sap:emarsys_sdk:3.6.2:*:*:*:*:android:*:*,CVE-2023-6542,7.1,HIGH,CVSS 3.1,CWE-863,2023-12-12T01:36:22.773Z,2024-08-02T08:35:13.594Z,"Due to lack of proper authorization checks in Emarsys SDK for Android, an attacker can call a particular activity and can forward himself web pages and/or deep links without any validation directly from the host application. On successful attack, an attacker could navigate to arbitrary URL including application deep links on the device.

",0.00043,0.00043,,VULNCHECK,['3406244'],0.11429,Priority 2,B,emarsys_sdk,SAP EMARSYS SDK ANDROID,,2023,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,sap
3.1,3632154,Low,"[ CVE-2024-13009 ] Potential Improper Resource Release vulnerability in SAP Commerce Cloud Product - SAP Commerce Cloud Version - HY_COM 2205, COM_CLOUD 2211",cpe:2.3:a:eclipse:jetty:*:*:*:*:*:*:*:*,CVE-2024-13009,7.2,HIGH,CVSS V31,CWE-404,2025-05-08T17:29:31.380Z,2025-05-08T18:56:39.446Z,"In Eclipse Jetty versions 9.4.0 to 9.4.56 a buffer can be incorrectly released when confronted with a gzip error when inflating a request
body. This can result in corrupted and/or inadvertent sharing of data between requests.",0.00049,0.000490000,,VULNCHECK,[],0.148430000,Priority 2,B,jetty,Jetty,,2025,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:L/A:N,eclipse
3.7,3190894,Low,"[CVE-2024-21734] URL Redirection vulnerability in SAP Marketing (Contacts App) Product - SAP Marketing (Contacts App), Version – 160",cpe:2.3:a:sap:marketing:160:*:*:*:*:*:*:*,CVE-2024-21734,3.7,LOW,CVSS 3.1,CWE-601,2024-01-09T00:54:47.844Z,2024-11-14T16:42:14.879Z,"SAP Marketing (Contacts App) - version 160, allows an attacker with low privileges to trick a user to open malicious page which could lead to a very convincing phishing attack with low impact on confidentiality and integrity of the application.

",0.00053,0.00053,,VULNCHECK,['3190894'],0.23712,Priority 4,D,marketing,SAP Marketing (Contacts App),,2024,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:U/C:L/I:L/A:N,sap
7.3,3407617,High,"[CVE-2024-21735] Improper Authorization check in SAP LT Replication Server Product - SAP LT Replication Server, Versions – S4CORE 103, S4CORE 104, S4CORE 105, S4CORE 106, S4CORE 107, S4CORE 108",cpe:2.3:a:sap:lt_replication_server:s4core_103:*:*:*:*:*:*:*,CVE-2024-21735,7.3,HIGH,CVSS 3.1,CWE-863,2024-01-09T00:57:37.063Z,2024-08-01T22:27:36.128Z,"SAP LT Replication Server - version S4CORE 103, S4CORE 104, S4CORE 105, S4CORE 106, S4CORE 107, S4CORE 108, does not perform necessary authorization checks. This could allow an attacker with high privileges to perform unintended actions, resulting in escalation of privileges, which has High impact on confidentiality, integrity and availability of the system.

",0.00089,0.00089,,VULNCHECK,['3407617'],0.39669,Priority 2,B,lt_replication_server,SAP LT Replication Server,,2024,CVSS:3.1/AV:A/AC:H/PR:H/UI:R/S:C/C:H/I:H/A:H,sap
6.4,3260667,Medium,"[CVE-2024-21736] Missing Authorization check in SAP S/4HANA Finance (Advanced Payment Management)  Product – SAP S/4HANA Finance (Advanced Payment Management), Version – SAPSCORE 128, S4CORE 10",cpe:2.3:a:sap:s\/4hana_finance:107:*:*:*:s4core:*:*:*,CVE-2024-21736,6.4,MEDIUM,CVSS 3.1,CWE-863,2024-01-09T01:15:17.763Z,2024-09-28T22:20:49.895Z,"SAP S/4HANA Finance for (Advanced Payment Management) - versions SAPSCORE 128, S4CORE 107, does not perform necessary authorization checks. A function import could be triggered allowing the attacker to create in-house bank accounts leading to low impact on the confidentiality of the application.",0.00063,0.00063,,VULNCHECK,['3260667'],0.29848,Priority 2,B,s\/4hana_finance,SAP S/4HANA Finance (Advanced Payment Management),,2024,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,sap
8.4,3411869,High,"[CVE-2024-21737] Code Injection vulnerability in SAP Application Interface Framework (File Adapter)  Product – SAP Application Interface Framework (File Adapter), Version – 702",cpe:2.3:a:sap:application_interface_framework:702:*:*:*:*:*:*:*,CVE-2024-21737,8.4,HIGH,CVSS 3.1,CWE-94,2024-01-09T01:18:19.305Z,2024-08-01T22:27:36.109Z,"In SAP Application Interface Framework File Adapter - version 702, a high privilege user can use a function module to traverse through various layers and execute OS commands directly. By this, such user can control the behaviour of the application. This leads to considerable impact on confidentiality, integrity and availability.

",0.00094,0.00094,,VULNCHECK,['3411869'],0.41537,Priority 2,B,application_interface_framework,SAP Application Interface Framework (File Adapter),,2024,CVSS:3.1/AV:A/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H,sap
4.1,3387737,Medium,"[CVE-2024-21738] Cross-Site Scripting (XSS) vulnerability in SAP NetWeaver ABAP Application Server and ABAP Platform Product – SAP NetWeaver ABAP Application Server and ABAP Platform, Versions - SAP_BASIS 700, SAP_BASIS 701, SAP_BASIS 702, SAP_BASIS 731, SAP_BASIS 740, SAP_BASIS 750, SAP_BASIS 751, SAP_BASIS 752, SAP_BASIS 753, SAP_BASIS 754, SAP_BASIS 755, SAP_BASIS 756, SAP_BASIS 757, SAP_BASIS 758, SAP_BASIS 793, SAP_BASIS 79",cpe:2.3:a:sap:netweaver_application_server_abap:79:*:*:*:sap_basis:*:*:*,CVE-2024-21738,4.1,MEDIUM,CVSS 3.1,CWE-79,2024-01-09T01:19:29.437Z,2024-08-01T22:27:35.894Z,"SAP NetWeaver ABAP Application Server and ABAP Platform do not sufficiently encode user-controlled inputs, resulting in Cross-Site Scripting (XSS) vulnerability. An attacker with low privileges can cause limited impact to confidentiality of the application data after successful exploitation.

",0.00053,0.00053,,VULNCHECK,['3387737'],0.23712,Priority 4,D,netweaver_application_server_abap,SAP NetWeaver ABAP Application Server and ABAP Platform,,2024,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:N/A:N,sap
4.1,3392626,Medium,"[CVE-2024-22124] Information Disclosure vulnerability in SAP NetWeaver Internet Communication Manager  Product - SAP NetWeaver (Internet Communication Manager), Versions - KERNEL 7.22, KERNEL 7.53, KERNEL 7.54, KRNL64UC 7.22, KRNL64UC 7.22EXT, KRNL64UC 7.53, KRNL64NUC 7.22, KRNL64NUC 7.22_EXT, WEBDISP 7.22_EXT, WEBDISP 7.53, WEBDISP 7.54",cpe:2.3:a:sap:netweaver:kernel_7.22:*:*:*:*:*:*:*,CVE-2024-22124,4.1,MEDIUM,CVSS 3.1,CWE-497,2024-01-09T01:19:55.940Z,2024-11-14T16:34:51.109Z,"Under certain conditions, Internet Communication Manager (ICM) or SAP Web Dispatcher - versions KERNEL 7.22, KERNEL 7.53, KERNEL 7.54, KRNL64UC 7.22, KRNL64UC 7.22EXT, KRNL64UC 7.53, KRNL64NUC 7.22, KRNL64NUC 7.22_EXT, WEBDISP 7.22_EXT, WEBDISP 7.53, WEBDISP 7.54, could allow an attacker to access information which would otherwise be restricted causing high impact on confidentiality.

",0.00111,0.00111,,VULNCHECK,['3392626'],0.45489,Priority 4,D,netweaver,SAP NetWeaver (Internet Communication Manager),,2024,CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:U/C:H/I:N/A:N,sap
7.4,3386378,High,"[CVE-2024-22125] Information Disclosure vulnerability in Microsoft Edge browser extension (SAP GUI connector for Microsoft Edge)  Product - Microsoft Edge browser extension (SAP GUI connector for Microsoft Edge), Version - 1.0",cpe:2.3:a:sap:gui_connector:1.0:*:*:*:*:edge:*:*,CVE-2024-22125,7.4,HIGH,CVSS 3.1,CWE-497,2024-01-09T01:20:19.403Z,2024-08-01T22:35:34.954Z,"Under certain conditions the Microsoft Edge browser extension (SAP GUI connector for Microsoft Edge) - version 1.0, allows an attacker to access highly sensitive information which would otherwise be restricted causing high impact on confidentiality.

",0.00132,0.00132,,VULNCHECK,['3386378'],0.49284,Priority 2,B,gui_connector,Microsoft Edge browser extension (SAP GUI connector for Microsoft Edge),,2024,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:N/A:N,sap
8.8,3417627,High,"[CVE-2024-22126] Cross Site Scripting vulnerability in NetWeaver AS Java (User Admin Application) Product - SAP NetWeaver AS Java (User Admin Application), Version - 7.50",cpe:2.3:a:sap:netweaver_application_server_java:7.50:*:*:*:*:*:*:*,CVE-2024-22126,8.8,HIGH,CVSS 3.1,CWE-79,2024-02-13T01:58:27.745Z,2024-08-01T22:35:34.804Z,"The User Admin application of SAP NetWeaver AS for Java - version 7.50, insufficiently validates and improperly encodes the incoming URL parameters before including them into the redirect URL. This results in Cross-Site Scripting (XSS) vulnerability, leading to a high impact on confidentiality and mild impact on integrity and availability.

",0.00104,0.00104,,VULNCHECK,['3417627'],0.43814,Priority 2,B,netweaver_application_server_java,SAP NetWeaver AS Java (User Admin Application),,2024,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:L/A:L,sap
9.1,3433192,Critical,"[CVE-2024-22127] Code Injection vulnerability in SAP NetWeaver AS Java (Administrator Log Viewer plug-in) Product - SAP NetWeaver AS Java (Administrator Log Viewer plug-in), Version - 7.50",cpe:2.3:::::::::::,CVE-2024-22127,9.1,CRITICAL,CVSS 3.1,CWE-77,2024-03-12T00:29:27.295Z,2024-09-26T18:27:18.285Z,"SAP NetWeaver Administrator AS Java (Administrator Log Viewer plug-in) - version 7.50, allows an attacker with high privileges to upload potentially dangerous files which leads to command injection vulnerability. This would enable the attacker to run commands which can cause high impact on confidentiality, integrity and availability of the application.",0.00043,0.00043,,VULNCHECK,['3433192'],0.11429,Priority 2,B,,SAP NetWeaver AS Java (Administrator Log Viewer plug-in),,2024,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H,
4.7,3396109,Medium,"[CVE-2024-22128] Cross-Site Scripting (XSS) vulnerability in SAP NetWeaver Business Client for HTML Product - SAP NWBC for HTML, Versions – SAP_UI 754, SAP_UI 755, SAP_UI 756, SAP_UI 757, SAP_UI 758, SAP_BASIS 700, SAP_BASIS 701, SAP_BASIS 702, SAP_BASIS 731",cpe:2.3:a:sap:netweaver_business_client_for_html:sap_basis_700:*:*:*:*:*:*:*,CVE-2024-22128,4.7,MEDIUM,CVSS 3.1,CWE-79,2024-02-13T02:02:14.281Z,2024-08-01T22:35:34.814Z,"SAP NWBC for HTML - versions SAP_UI 754, SAP_UI 755, SAP_UI 756, SAP_UI 757, SAP_UI 758, SAP_BASIS 700, SAP_BASIS 701, SAP_BASIS 702, SAP_BASIS 731, does not sufficiently encode user-controlled inputs, resulting in Cross-Site Scripting (XSS) vulnerability. An unauthenticated attacker can inject malicious javascript to cause limited impact to confidentiality and integrity of the application data after successful exploitation.

",0.0005,0.0005,,VULNCHECK,['3396109'],0.21999,Priority 4,D,netweaver_business_client_for_html,SAP NetWeaver Business Client for HTML,,2024,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:C/C:L/I:L/A:N,sap
5.4,3404025,Medium,"[CVE-2024-22129] Cross-Site Scripting (XSS) vulnerability in SAP Companion Product - SAP Companion, Versions <3.1.38",cpe:2.3:a:sap:companion:*:*:*:*:*:*:*:*,CVE-2024-22129,5.4,MEDIUM,CVSS 3.1,CWE-79,2024-02-13T03:40:54.670Z,2024-08-01T22:35:34.889Z,"SAP Companion - version <3.1.38, has a URL with parameter that could be vulnerable to XSS attack. The attacker could send a malicious link to a user that would possibly allow an attacker to retrieve the sensitive information and cause minor impact on the integrity of the web application.

",0.00052,0.00052,,VULNCHECK,['3404025'],0.23523,Priority 4,D,companion,SAP Companion,,2024,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,sap
7.6,3410875,High,"[CVE-2024-22130] Cross-Site Scripting (XSS) vulnerability in SAP CRM (WebClient UI) Product - SAP CRM WebClient UI, Versions - S4FND 102, S4FND 103, S4FND 104, S4FND 105, S4FND 106, S4FND 107, S4FND 108, WEBCUIF 700, WEBCUIF 701, WEBCUIF 730, WEBCUIF 731, WEBCUIF 746, WEBCUIF 747, WEBCUIF 748, WEBCUIF 800, WEBCUIF 801",cpe:2.3:a:sap:crm_-_webclient_ui:s4fnd_102:*:*:*:*:*:*:*,CVE-2024-22130,7.6,HIGH,CVSS 3.1,CWE-79,2024-02-13T02:29:51.706Z,2024-08-01T22:35:34.802Z,"Print preview option in SAP CRM WebClient UI - versions S4FND 102, S4FND 103, S4FND 104, S4FND 105, S4FND 106, S4FND 107, S4FND 108, WEBCUIF 700, WEBCUIF 701, WEBCUIF 730, WEBCUIF 731, WEBCUIF 746, WEBCUIF 747, WEBCUIF 748, WEBCUIF 800, WEBCUIF 801, does not sufficiently encode user-controlled inputs, resulting in Cross-Site Scripting vulnerability. An attacker with low privileges can cause limited impact to confidentiality and integrity of the appliaction data after successful exploitation.

",0.00048,0.00048,,VULNCHECK,['3410875'],0.20333,Priority 2,B,crm_-_webclient_ui,SAP CRM WebClient UI,,2024,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:L/A:N,sap
9.1,3420923,Critical,"[CVE-2024-22131] Code Injection vulnerability in SAP ABA (Application Basis) Product - SAP ABA (Application Basis), Versions - 700, 701, 702, 731, 740, 750, 751, 752, 75C, 75I",cpe:2.3:a:sap:abap_platform:75c:*:*:*:*:*:*:*,CVE-2024-22131,9.1,CRITICAL,CVSS 3.1,CWE-94,2024-02-13T02:30:51.886Z,2024-08-01T22:35:34.897Z,"In SAP ABA (Application Basis) - versions 700, 701, 702, 731, 740, 750, 751, 752, 75C, 75I, an attacker authenticated as a user with a remote execution authorization can use a vulnerable interface. This allows the attacker to use the interface to invoke an application function to perform actions which they would not normally be permitted to perform.  Depending on the function executed, the attack can read or modify any user/business data and can make the entire system unavailable.

",0.00057,0.00057,,VULNCHECK,['3420923'],0.26546,Priority 2,B,abap_platform,SAP ABA (Application Basis),,2024,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H,sap
7.4,3421659,High,"[CVE-2024-22132] Code Injection vulnerability in SAP IDES Systems Product – IDES Systems, Versions – All version",cpe:2.3:a:sap:ides_ecc:*:*:*:*:*:*:*:*,CVE-2024-22132,7.4,HIGH,CVSS 3.1,CWE-78,2024-02-13T02:33:01.622Z,2024-08-01T22:35:34.859Z,"SAP IDES ECC-systems contain code that permits the execution of arbitrary program code of user's choice.An attacker can therefore control the behaviour of the system by executing malicious code which can potentially escalate privileges with low impact on confidentiality, integrity and availability of the system.

",0.00053,0.00053,,VULNCHECK,['3421659'],0.24175,Priority 2,B,ides_ecc,SAP IDES Systems,,2024,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:L,sap
4.6,3417399,Medium,"[CVE-2024-22133] Improper Access Control in SAP Fiori Front End Server  Product – SAP Fiori Front End Server, Version – 605",cpe:2.3:::::::::::,CVE-2024-22133,4.6,MEDIUM,CVSS 3.1,CWE-863,2024-03-12T00:32:50.856Z,2024-08-01T22:35:34.933Z,"SAP Fiori Front End Server - version 605, allows altering of approver details on the read-only field when sending leave request information. This could lead to creation of request with incorrect approver causing low impact on Confidentiality and Integrity with no impact on Availability of the application.

",0.00043,0.00043,,VULNCHECK,['3417399'],0.11429,Priority 4,D,,SAP Fiori Front End Server,,2024,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:L/I:L/A:N,
6.3,2637727,Medium,"[CVE-2024-24739] Missing authorization check in SAP Bank Account Management Product – BAM (Bank Account Management), Versions – SAP_FIN 618, SAP_FIN 730, S4CORE 100, 101",cpe:2.3:a:sap:bank_account_management:s4core_100:*:*:*:*:*:*:*,CVE-2024-24739,6.3,MEDIUM,CVSS 3.1,CWE-862,2024-02-13T02:34:17.247Z,2024-08-01T23:28:12.038Z,"SAP Bank Account Management (BAM) allows an authenticated user with restricted access to use functions which can result in escalation of privileges with low impact on confidentiality, integrity and availability of the application.

",0.00053,0.00053,,VULNCHECK,['2637727'],0.24032,Priority 2,B,bank_account_management,SAP BAM (Bank Account Management),,2024,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,sap
5.3,3360827,Medium,"[CVE-2024-24740] Information Disclosure vulnerability in SAP NetWeaver Application Server ABAP (SAP Kernel) Product - SAP NetWeaver Application Server ABAP (SAP Kernel), Versions - KERNEL 7.53, KERNEL 7.54, KERNEL 7.77, KERNEL 7.85, KERNEL 7.89, KERNEL 7.93, KERNEL 7.94, KRNL64UC 7.53",cpe:2.3:a:sap:netweaver_application_server_abap:kernel_7.53:*:*:*:*:*:*:*,CVE-2024-24740,5.3,MEDIUM,CVSS 3.1,CWE-732,2024-02-13T02:35:21.224Z,2024-09-28T22:22:42.214Z,"SAP NetWeaver Application Server (ABAP) - versions KERNEL 7.53, KERNEL 7.54, KERNEL 7.77, KERNEL 7.85, KERNEL 7.89, KERNEL 7.93, KERNEL 7.94, KRNL64UC 7.53, under certain conditions, allows an attacker to access information which could otherwise be restricted with low impact on confidentiality of the application.",0.0005,0.0005,,VULNCHECK,['3360827'],0.21999,Priority 4,D,netweaver_application_server_abap,SAP NetWeaver Application Server ABAP (SAP Kernel),,2024,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,sap
4.3,2897391,Medium,"[CVE-2024-24741] Missing Authorization check in SAP Master Data Governance Material Product – SAP Master Data Governance Material, Versions – 618, 619, 620, 621, 622, 800, 801, 802, 803, 804",cpe:2.3:a:sap:master_data_governance_for_material_data:618:*:*:*:*:*:*:*,CVE-2024-24741,4.3,MEDIUM,CVSS 3.1,CWE-862,2024-02-13T03:43:14.238Z,2024-08-01T23:28:12.084Z,"SAP Master Data Governance for Material Data - versions 618, 619, 620, 621, 622, 800, 801, 802, 803, 804, does not perform necessary authorization check for an authenticated user, resulting in escalation of privileges. This could allow an attacker to read some sensitive information but no impact to integrity and availability.

",0.00048,0.00048,,VULNCHECK,['2897391'],0.20333,Priority 4,D,master_data_governance_for_material_data,SAP Master Data Governance Material,,2024,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,sap
4.1,3158455,Medium,"[CVE-2024-24742] Cross-Site Scripting (XSS) vulnerability in SAP CRM (WebClient UI) Product – SAP CRM (WebClient UI), Versions – S4FND 102, S4FND 103, S4FND 104, S4FND 105, S4FND 106, WEBCUIF 701, WEBCUIF 731, WEBCUIF 746, WEBCUIF 747, WEBCUIF 748, WEBCUIF 800, WEBCUIF 801",cpe:2.3:a:sap:crm_-_webclient_ui:s4fnd_102:*:*:*:*:*:*:*,CVE-2024-24742,4.1,MEDIUM,CVSS 3.1,CWE-79,2024-02-13T02:42:56.483Z,2024-08-01T23:28:12.196Z,"SAP CRM WebClient UI - version S4FND 102, S4FND 103, S4FND 104, S4FND 105, S4FND 106, WEBCUIF 701, WEBCUIF 731, WEBCUIF 746, WEBCUIF 747, WEBCUIF 748, WEBCUIF 800, WEBCUIF 801, does not sufficiently encode user-controlled inputs, resulting in Cross-Site Scripting (XSS) vulnerability. An attacker with low privileges can cause limited impact to integrity of the application data after successful exploitation. There is no impact on confidentiality and availability.

",0.00048,0.00048,,VULNCHECK,['3158455'],0.20333,Priority 4,D,crm_-_webclient_ui,SAP CRM (WebClient UI),,2024,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:N/I:L/A:N,sap
8.6,3426111,High,"[CVE-2024-24743] XXE vulnerability in SAP NetWeaver AS Java (Guided Procedures) Product - SAP NetWeaver AS Java (Guided Procedures), Version - 7.50",cpe:2.3:a:sap:netweaver_application_server_java:7.50:*:*:*:*:*:*:*,CVE-2024-24743,8.6,HIGH,CVSS 3.1,CWE-611,2024-02-13T02:43:40.755Z,2024-11-07T19:10:20.078Z,"SAP NetWeaver AS Java (CAF - Guided Procedures) - version 7.50, allows an unauthenticated attacker to submit a malicious request with a crafted XML file over the network, which when parsed will enable him to access sensitive files and data but not modify them. There are expansion limits in place so that availability is not affected.

",0.00094,0.00094,,VULNCHECK,['3426111'],0.41528,Priority 2,B,netweaver_application_server_java,SAP NetWeaver AS Java (Guided Procedures),,2024,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N,sap
